id,video_id,title,channel,published_at,views,likes,url,tone,occasions,moods,description_keywords
1313,L3BWH7h5ZHM,봄 맞이 사랑스런 과즙 메이크업 🧡,부티크벨 민하,2023-04-21,3029,22,https://www.youtube.com/watch?v=L3BWH7h5ZHM,봄웜,데일리,"내추럴(자연스러운), 러블리","과즙, 자연스러운, 데일리"
1314,gJHNGyjEzfY,요즘 유행하는 울먹 메이크업/✨인스타 감성 메이크업🙌블러셔뽝!!광뿜뿜 로즈메이크업 같이해요/눈물요정 메이크업/쿨톤메이크업/분홍비,분홍비BOONHONGVI,2021-11-27,6941,24,https://www.youtube.com/watch?v=gJHNGyjEzfY,쿨톤,파티,러블리,"빈티지, 유행, 핑크, 글로우, 화려한, 연말, 울먹"
1315,GoujhawWcT4,올로드샵 여쿨라이트를 위한 포도메이크업🍇쿨톤인생템 궁금하다면 클릭하는 영상💜,분홍비BOONHONGVI,2020-06-27,12244,103,https://www.youtube.com/watch?v=GoujhawWcT4,여쿨,데일리,"내추럴(자연스러운), 러블리, 글램(글로우)","내추럴, 핑크, 글로우, 퓨어, 복숭아"
1316,hjlv5ML2RXs,분위기 있는 로즈핑크 메이크업/쿨톤mlbb메이크업/쿨톤블러셔 섀도우 추천💗,분홍비BOONHONGVI,2019-04-17,1795,52,https://www.youtube.com/watch?v=hjlv5ML2RXs,겨쿨,데일리,"내추럴(자연스러운), 러블리, 글램(글로우)","mlbb, 내추럴, 핑크, 데일리, 글로우, 아이돌, 복숭아"
1317,cKpuNskplxs,요즘 샵에서 많이하는 데일리메이크업,뷰라미,2023-02-24,6848,122,https://www.youtube.com/watch?v=cKpuNskplxs,미분류,데일리,내추럴(자연스러운),데일리
1318,2118YV6ckIk,봄웜 추천 과즙미 팡팡 터지는 찐 오렌지 메이크업🍊여름 바캉스 메이크업 도오전!!🌊,뷰라보라이프TV,2021-08-03,3936,83,https://www.youtube.com/watch?v=2118YV6ckIk,봄웜,야외/여행,"내추럴(자연스러운), 러블리","과즙, 바캉스, 내추럴"
1319,En1s8U70fdY,요즘 유행하는 힙한 MZ 세대 인스타st 메이크업 따라해봄🤘🏻ㅣ인싸stㅣ인플루언서st🕵🏻‍♀️,뷰라보라이프TV,2022-02-24,1109,17,https://www.youtube.com/watch?v=En1s8U70fdY,겨쿨,파티,힙·트렌디,"누드, 힙, 유행, 힙한, 인플루언서, 화사한"
1320,GdzgfPg0PXc,초가을 감성 가득🤎 '분위기 여신' 만들어주는 핑크 브라운 메이크업💕,뷰라보라이프TV,2021-09-16,1981,45,https://www.youtube.com/watch?v=GdzgfPg0PXc,봄웜,파티,"러블리, 고혹적","과즙, 다크, 핑크"
1321,P-zDdoMVPYc,샤넬 화장품으로🍑복숭아 메이크업한다면?🍑백화점 원브랜드 메이크업!/샤넬틴트/샤넬복숭아섀도우,뷰라보라이프TV,2021-05-20,48159,392,https://www.youtube.com/watch?v=P-zDdoMVPYc,봄웜,데일리,"내추럴(자연스러운), 글램(글로우)","글로우, 내추럴, 복숭아"
1322,qeQhWcMu9lQ,여름맞이💜봄웜라이트가 라벤더 모브톤으로 메이크업해본다면?💜여쿨라이트 도전!!🙄,뷰라보라이프TV,2021-07-01,4855,75,https://www.youtube.com/watch?v=qeQhWcMu9lQ,여쿨,데일리,"러블리, 청순",
1323,riGXoS2wkGQ,봄웜라 정석 메이크업💕 핑크&코랄에 진심인 봄웜라의 코랄 메이크업🌸,뷰라보라이프TV,2022-03-04,4080,88,https://www.youtube.com/watch?v=riGXoS2wkGQ,봄웜,데이트,"러블리, 글램(글로우), 청순","청순, 핑크, 코랄, 글로우"
1324,VV6b8oNWkN0,봄라이트 코랄러버의🌸롬앤 원브랜드 메이크업❣️신상 #팜파스가든 팔레트로 코랄빛 눈매 만들기/광고❌,뷰라보라이프TV,2021-03-25,7365,95,https://www.youtube.com/watch?v=VV6b8oNWkN0,봄웜,데이트,러블리,코랄
1325,xKQEVUJYZSI,홀리데이 연말 파티 주인공은 나야 나!👑 시선 강탈 레드립 메이크업🎈🎄💋,뷰라보라이프TV,2021-12-09,1673,26,https://www.youtube.com/watch?v=xKQEVUJYZSI,가을웜,파티,글램(글로우),"파티, 글로우, 연말, 레드립, 내추럴"
1326,ZFc7nyUodbw,10분 컷으로 끝장내는 초간단 데일리 학생 메이크업🙋🏻💕ㅣ학생메이크업ㅣ등교메이크업ㅣ데일리메이크업,뷰라보라이프TV,2022-02-16,1788,27,https://www.youtube.com/watch?v=ZFc7nyUodbw,가을웜,출근/등교,"내추럴(자연스러운), 러블리","학생, 과즙, 초간단, 간단, 데일리"
1327,zYkVtGyRS5I,찐친 결혼식 가기 전 참고🤍 우아하고 고급스러운 하객 메이크업 👰🏻🤵🏻🎊,뷰라보라이프TV,2022-04-01,8475,60,https://www.youtube.com/watch?v=zYkVtGyRS5I,봄웜,격식있는,러블리,"하객, 누드, 우아한, 고급, 웨딩, 과즙, 결혼식"
1328,8fO-12vOjYk,sub) 메이크업샵 ASMR 여배우 아티스트에게 받아보는 고급진 웨딩 메이크업,뷰티숨BEAUTYSOOM,2022-07-21,377449,5874,https://www.youtube.com/watch?v=8fO-12vOjYk,봄웜,격식있는,"내추럴(자연스러운), 러블리","세련된, 웨딩, 과즙, 차분한, 데일리, 배우, 고급"
1329,91nL9Bdhi0E,sub) ASMR 메이크업 100만원대 마이크로 해보는 투명한 봄 메이크업 리얼사운드! (음질 최고..!🫢),뷰티숨BEAUTYSOOM,2023-04-04,54006,998,https://www.youtube.com/watch?v=91nL9Bdhi0E,봄웜,출근/등교,"내추럴(자연스러운), 글램(글로우), 청순","글로우, 투명, 복숭아, 화려한, 데일리"
1330,bxTiHZqlKsA,"메이크업 ASMR 여름 광채 베이스 메이크업🩵(화잘먹 스킨케어, 커버력 높은 쿠션, 크림치크 바르는법)",뷰티숨BEAUTYSOOM,2024-08-09,30957,527,https://www.youtube.com/watch?v=bxTiHZqlKsA,봄웜,데일리,"내추럴(자연스러운), 글램(글로우), 시크","누드, 글로우, 내추럴, 코랄, 복숭아, 시크"
1331,dl2xIIivgSw,sub) 메이크업 ASMR 비건 화장품으로만 메이크업해봤어요🌱 ( 동물실험NO 동물성 원료NO !! ),뷰티숨BEAUTYSOOM,2021-10-03,159092,3856,https://www.youtube.com/watch?v=dl2xIIivgSw,여쿨,미분류,"내추럴(자연스러운), 청순",맑은
1332,g8uY70in19Y,sub) 메이크업샵 ASMR 복작복작 청담샵에서 받아보는 면접 메이크업 리얼사운드 (취준생 ver.),뷰티숨BEAUTYSOOM,2022-10-01,196298,3576,https://www.youtube.com/watch?v=g8uY70in19Y,봄웜,격식있는,"내추럴(자연스러운), 시크",면접
1333,gvVDg_Z-eeQ,"sub) ASMR 메이크업 고급진 여배우st 무펄 음영 메이크업☕️ (분위기 한스푼,,)",뷰티숨BEAUTYSOOM,2021-12-15,80051,1534,https://www.youtube.com/watch?v=gvVDg_Z-eeQ,가을웜,격식있는,러블리,"배우, 고급, 과즙"
1334,hO5aFEfsXqY,sub) ASMR 메이크업 청담샵 필수템으로 하는 밀크초코 발렌타인데이 메이크업🍫 (ft.약간의 토킹),뷰티숨BEAUTYSOOM,2022-02-04,58254,1301,https://www.youtube.com/watch?v=hO5aFEfsXqY,가을웜,데이트,글램(글로우),"글로우, 누드, 코랄, 누디"
1335,HR__dKOhtgA,"sub) ASMR 왕초보도 쉽게 할 수 있는 데일리 메이크업 (쿠션 예쁘게 바르는법, 애교살 글리터, 하이라이터 하는법)",뷰티숨BEAUTYSOOM,2022-11-24,39019,837,https://www.youtube.com/watch?v=HR__dKOhtgA,봄웜,데일리,내추럴(자연스러운),"누드, 코랄, 내추럴, 데일리"
1336,I1ZflcX5DwU,sub) 메이크업샵 ASMR 웨딩계의 에르메스 샵에서 웨딩 헤어&메이크업 받아봤어요🌼 (동시녹음ver.),뷰티숨BEAUTYSOOM,2021-12-22,391456,6450,https://www.youtube.com/watch?v=I1ZflcX5DwU,봄웜,격식있는,"청순, 고급스러운",웨딩
1337,jzVhedwxNiE,sub) ASMR 메이크업 포근포근 겨울에 하기 좋은 데일리메이크업☁️ (ft.역대급 고퀄음질),뷰티숨BEAUTYSOOM,2021-11-26,162969,3107,https://www.youtube.com/watch?v=jzVhedwxNiE,봄웜,데일리,"내추럴(자연스러운), 글램(글로우)","글로우, 코랄, 데일리"
1338,kYnBQWQqlTM,sub) 메이크업샵 ASMR 웨딩계의 에르메스 샵에서 웨딩 헤어&메이크업 받아봤어요🌼 (후시녹음ver.),뷰티숨BEAUTYSOOM,2021-12-24,412287,5966,https://www.youtube.com/watch?v=kYnBQWQqlTM,봄웜,격식있는,"러블리, 청순",웨딩
1339,LdZbZDe8Rk4,"sub) ASMR 메이크업 여름에 하기 좋은 청초한 물먹 메이크업💫 (투명한 피부표현, 물먹립 조합)",뷰티숨BEAUTYSOOM,2022-06-05,53939,1071,https://www.youtube.com/watch?v=LdZbZDe8Rk4,여쿨,출근/등교,"내추럴(자연스러운), 청순","투명, 누드, 여리여리, 청초"
1340,Lu-JdY-zFrE,"sub) ASMR 메이크업 아이돌st 페스티벌 메이크업! (아이돌 가닥 속눈썹, 지속력 높은 파데 추천, 오래가는 립 틴트 전 색상 비교)",뷰티숨BEAUTYSOOM,2022-08-22,54522,1147,https://www.youtube.com/watch?v=Lu-JdY-zFrE,봄웜,야외/여행,"내추럴(자연스러운), 글램(글로우)","아이돌, 글로우, 내추럴, 코랄, 페스티벌"
1341,LzDLVP_UE1k,sub) ASMR 메이크업 가을 신상템으로 해보는 차분한 베이지톤 메이크업🍂 (가을웜톤 색조 가득),뷰티숨BEAUTYSOOM,2021-09-08,226341,4831,https://www.youtube.com/watch?v=LzDLVP_UE1k,가을웜,데일리,글램(글로우),"글로우, 차분한"
1342,N-i23qp2ZMM,sub) 메이크업샵 ASMR 아이돌 담당샵에서 KPOP 무대화장 받아봤어요!,뷰티숨BEAUTYSOOM,2022-08-04,446572,7288,https://www.youtube.com/watch?v=N-i23qp2ZMM,봄웜,미분류,"글램(글로우), 시크",아이돌
1343,o44ANa9Iwi4,"sub) 메이크업샵 ASMR 웨딩샵에서 청순한 웨딩 헤어,메이크업 받아봤어요! (ft.손수)",뷰티숨BEAUTYSOOM,2022-05-11,857519,12116,https://www.youtube.com/watch?v=o44ANa9Iwi4,여쿨,격식있는,청순,"청순, 웨딩"
1344,pAo8B-LvEGk,sub) ASMR 메이크업 봄 신상으로 하는 벚꽃 데일리메이크업🌸 (ft.봄웜 여쿨 모이세요~!),뷰티숨BEAUTYSOOM,2022-03-12,38440,837,https://www.youtube.com/watch?v=pAo8B-LvEGk,봄웜,데일리,내추럴(자연스러운),데일리
1345,PgyZ3oMRBe4,sub) ASMR 메이크업 글로우한 아이돌 센터상 메이크업✨ (하이라이터 인생템을 발견했어요..),뷰티숨BEAUTYSOOM,2022-04-28,69159,1220,https://www.youtube.com/watch?v=PgyZ3oMRBe4,봄웜,미분류,글램(글로우),"글로우, 촉촉, 아이돌, 누드"
1346,PIpHcfkrtw4,sub) 메이크업샵 ASMR 청담동 아이돌 담당샵에서 아이돌 무대 메이크업 받아봤어요! (ft.멥시),뷰티숨BEAUTYSOOM,2022-01-16,692044,9454,https://www.youtube.com/watch?v=PIpHcfkrtw4,봄웜,데이트,내추럴(자연스러운),"아이돌, 웨딩"
1347,UooiYoYAlts,"sub) 메이크업샵 ASMR 청담동 핫한 웨딩샵, 꼼나나에서 웨딩 메이크업 받아봤어요!",뷰티숨BEAUTYSOOM,2021-07-10,1211211,21178,https://www.youtube.com/watch?v=UooiYoYAlts,봄웜,격식있는,"청순, 고급스러운","웨딩, 핫한"
1348,VPe3xYsMdIs,"sub) 메이크업샵 ASMR 청담동 원장님께 웨딩st 헤어,메이크업 받아봤어요💐 (ft.꼼나나도산)",뷰티숨BEAUTYSOOM,2021-08-22,669737,10980,https://www.youtube.com/watch?v=VPe3xYsMdIs,여쿨,격식있는,"내추럴(자연스러운), 청순","누드, 웨딩, 깨끗, 청순, 퓨어, 누디, 데일리"
1349,zR6NmQ920lI,sub) 🇯🇵메이크업샵 ASMR 일본 웨딩샵에서 받아본 귀여운 웨딩 메이크업 (100%후시녹음),뷰티숨BEAUTYSOOM,2023-05-02,981633,9827,https://www.youtube.com/watch?v=zR6NmQ920lI,봄웜,격식있는,러블리,"웨딩, 귀여운"
1350,Zxvion8DI6o,sub) 메이크업샵 ASMR 청담샵에서 받아보는 분위기 있는 블랙스완 웨딩 메이크업🦢🖤 (ft.라라피엠),뷰티숨BEAUTYSOOM,2022-12-01,239782,3604,https://www.youtube.com/watch?v=Zxvion8DI6o,겨쿨,격식있는,글램(글로우),"글로우, 웨딩"
1351,wz-K2ygmARs,[GRWM🌸] 윗트임 효과! 무쌍 데일리 청순 메이크업✨ (feat.습기에도 쳐짐없는 속눈썹 유지하기),뷰티혜찡 hyejjing,2021-08-06,1603,23,https://www.youtube.com/watch?v=wz-K2ygmARs,봄웜,데이트,"내추럴(자연스러운), 청순","데일리, 청순"
1352,6AMk-HSfJ5A,"[GRWM] 결혼식가기전💍 하객메이크업 같이준비해요❤️ (+클리오 광채쿠션,페리페라 신상틴트,에어리벨벳,셀기꾼템,꾸안꾸템)",블랑이랑,2019-03-14,1136,42,https://www.youtube.com/watch?v=6AMk-HSfJ5A,봄웜,격식있는,"내추럴(자연스러운), 러블리","하객, 코랄, 꾸안꾸, 핑크, 결혼식, 아이돌"
1353,4ntlRgGe0Ks,[클리오 프로아이팔레트 9호 보타닉 모브] 예뻐서 당장 써본 매트 음영 메이크업! (CLIO PRO EYE PALETTE 09 BOTANIC MAUVE),블루밍소,2021-02-07,1484,41,https://www.youtube.com/watch?v=4ntlRgGe0Ks,봄웜,데일리,청순,순수
1354,Km_OIu6jdss,"[마스크에 안 묻는 베이스] 20FW 하객 메이크업은 이렇게 하세여!! (feat.에끄멀 브러쉬, 클리오 킬 커버 픽서 쿠션)",블루밍소,2020-09-20,1876,36,https://www.youtube.com/watch?v=Km_OIu6jdss,여쿨,격식있는,"러블리, 글램(글로우)","하객, 글로우, 핑크"
1355,cJYki7oBYFE,"따뜻한 홍차 느낌,,☕️ 뉴트럴 핑크 메이크업 💕 makeup l grwm",비빙 BIBING,2024-12-08,2933,68,https://www.youtube.com/watch?v=cJYki7oBYFE,여쿨,데일리,"내추럴(자연스러운), 러블리, 글램(글로우)","핑크, 글로우, 다크, 코랄, 데일리"
1356,HY_0ZTWo_G4,수지가 되..✨봄웜의 핑크 토끼상 메이크업 🐰🩷 makeup | grwm,비빙 BIBING,2024-11-12,6181,209,https://www.youtube.com/watch?v=HY_0ZTWo_G4,봄웜,데이트,"러블리, 글램(글로우)","글로우, 토끼, 핑크, 글램, 수지"
1357,pVR19eeCRIk,깨끗+청초 클린걸 메이크업 🫧 쫀쫀한 피부표현 • 여리여리 립 알려줌 | makeup | grwm,비빙 BIBING,2025-02-22,8968,208,https://www.youtube.com/watch?v=pVR19eeCRIk,여쿨,데일리,"내추럴(자연스러운), 러블리, 글램(글로우), 청순","다크, 여리여리, 핑크, 글로우, 맑은, 청초, 클린걸, 깨끗"
1358,wQTnkD7n7uY,다이소 화장품으로 개강 새내기 메이크업.. 💕추천 비추템도 알랴줌 makeup | grwm,비빙 BIBING,2025-03-07,1662,55,https://www.youtube.com/watch?v=wQTnkD7n7uY,여쿨,출근/등교,러블리,"핫한, 다크, 핑크, 개강, 새내기"
1359,UZWwHKZA2yY,08 봄웜 메이크업,빈,2025-07-21,1013,21,https://www.youtube.com/watch?v=UZWwHKZA2yY,봄웜,데일리,"내추럴(자연스러운), 청순",
1360,etm-UfhclHg,경리 메이크업💕  |  빈사마의 커버 메이크업,빈사마 Binsama,2019-03-20,6483,104,https://www.youtube.com/watch?v=etm-UfhclHg,겨쿨,데이트,"러블리, 글램(글로우)","러블리, 아이돌, 딸기, 글로우"
1361,gl6C1zyGSNg,원팔레트 메이크업 #2  |  빈사마의 데일리 메이크업🌙,빈사마 Binsama,2019-05-25,1609,34,https://www.youtube.com/watch?v=gl6C1zyGSNg,가을웜,데일리,"내추럴(자연스러운), 러블리, 글램(글로우)","핑크, 아이돌, 글로우, 내추럴, 데일리"
1362,P6ct6KVatZg,겟레디윗빈 붉붉한 느낌의 시원한 메이크업🌊 | 빈사마의 매일하는 메이크업🌙,빈사마 Binsama,2020-06-18,2493,10,https://www.youtube.com/watch?v=P6ct6KVatZg,봄웜,데일리,러블리,"핑크, 매일"
1363,U48HatXTfHg,미국 하이틴st 블링블링 메이크업✨✨ |  빈사마의 매일하는 메이크업🌙,빈사마 Binsama,2020-04-08,1171,20,https://www.youtube.com/watch?v=U48HatXTfHg,미분류,"데이트,파티",러블리,"핑크, 누드, 러블리, 아이돌, 딸기, 매일, 셀럽, 블링블링"
1364,df7LDgDUJXo,"봄웜이 말아주는 가을 메이크업🍂 (ft. 얼굴에 탄빵)ㅣ페리페라 약과몰입 , 가을웜톤 , 깜빡속눈썹",빈티지국밥,2023-10-22,1015,20,https://www.youtube.com/watch?v=df7LDgDUJXo,봄웜,데일리,미분류,빈티지
1365,Xw352wyBTn4,"귀여운 게 최고야💗 미니템으로 하는 메이크업 (꿀템 짱 많음) l 미니사이즈 메이크업, 왓츠인마이파우치, 기획세트 미니",빈티지국밥,2024-07-14,9935,184,https://www.youtube.com/watch?v=Xw352wyBTn4,여쿨,데일리,"러블리, 글램(글로우)","글로우, 귀여운, 핑크, 과즙, 빈티지"
1366,3fd-e43RAXw,릴리바이레드 무드키보드 웜멤버십 🌷 봄웜-여쿨 사이 미지근한 메이크업 해보기,빌보의 취향,2023-05-13,68646,924,https://www.youtube.com/watch?v=3fd-e43RAXw,여쿨,데일리,고급스러운,미지근
1367,Cn--thKLR_k,나왔다 라카 신상 팔레트! 봄웜인지 여쿨인지 긴가민가한 메이크업 해보기,빌보의 취향,2023-08-19,5310,79,https://www.youtube.com/watch?v=Cn--thKLR_k,여쿨,데일리,고급스러운,미지근
1368,PXj8cF8ptg4,오늘은 미지근한 여름 라이트 메이크업 🍉 나는 봄웜일까 여쿨일까..🤔,빌보의 취향,2023-06-10,5204,55,https://www.youtube.com/watch?v=PXj8cF8ptg4,여쿨,데일리,러블리,"핑크, 누드, 미지근"
1369,_C14av4V3To,🖤얼태기극복 메이크업🖤ㅣ내 피부같이 결 예쁜 파운데이션ㅣ예쁘고 컴팩트한 브러쉬 추천ㅣ여리여리 청순 필터 립,빛이나*pearlena*,2024-01-20,6077,121,https://www.youtube.com/watch?v=_C14av4V3To,가을웜,데이트,"내추럴(자연스러운), 청순","여리여리, 데일리, 청순"
1370,_WZ_uZrhZ5U,"누가 해도 실패 없는 데일리 메이크업 (강추 애교살 섀도우, 립) daily makeup",빛이나*pearlena*,2020-07-22,28196,438,https://www.youtube.com/watch?v=_WZ_uZrhZ5U,가을웜,데일리,"내추럴(자연스러운), 러블리","코랄, 핑크, 데일리, 네추럴, 꾸안꾸"
1371,3-gp6tO9aUQ,맑고 청초하게 데일리 메이크업 해드렸어요🫧,빛이나*pearlena*,2023-10-08,9759,263,https://www.youtube.com/watch?v=3-gp6tO9aUQ,여쿨,출근/등교,"내추럴(자연스러운), 청순","청초, 데일리, 노메이크업, 퓨어"
1372,b8MFf81Sc4s,작정하고 아이돌st 필터 씌어드렸어요🐰💖 (ft. 쿨톤 팔레트) | 청담 메이크업,빛이나*pearlena*,2022-04-24,57891,1828,https://www.youtube.com/watch?v=b8MFf81Sc4s,여쿨,파티,글램(글로우),"다크, 블링블링, 핑크, 누드, 화려한, 글램, 아이돌"
1373,blAMva9rFmg,흔한거 ㄴㄴ 힙한 연말 메이크업 가보자고 ❄️🎄 Winter holiday makeup,빛이나*pearlena*,2022-12-22,3199,75,https://www.youtube.com/watch?v=blAMva9rFmg,웜톤,파티,"글램(글로우), 힙·트렌디","글로우, 힙, 글램, 연말, 힙한"
1374,c6obFC6WFIo,올 여름은 너다!!!!!! 여리여리 데일리 무드부터 HIP한 메이크업까지🤘🖤 (ft.무지개맨션),빛이나*pearlena*,2022-05-28,8632,179,https://www.youtube.com/watch?v=c6obFC6WFIo,웜톤,야외/여행,"내추럴(자연스러운), 힙·트렌디","다크, 여리여리, 데일리, 누드, 힙, 바캉스, 페스티벌, 힙한"
1375,Cd6hJEtF9fk,여름 무드 제대로 태우는 태닝 메이크업 룩 🏖️🍊🌞 (올 여름휴가엔 이거다 !!!!!),빛이나*pearlena*,2025-07-27,4186,152,https://www.youtube.com/watch?v=Cd6hJEtF9fk,봄웜,야외/여행,글램(글로우),"글로우, 누드"
1376,cvzuvsmIaVI,누구나 쉽게 따라할 수 있는 분위기 생성 빈티지로즈 메이크업 Vintage Rose Makeup,빛이나*pearlena*,2023-02-18,5285,109,https://www.youtube.com/watch?v=cvzuvsmIaVI,쿨톤,출근/등교,미분류,"간단, 빈티지"
1377,d4UbC6ENFW0,🌸 사랑스러운 벚꽃놀이 메이크업 해드렸어요 🌸 (ft.무지개맨션),빛이나*pearlena*,2023-04-01,33394,681,https://www.youtube.com/watch?v=d4UbC6ENFW0,여쿨,데이트,"내추럴(자연스러운), 러블리, 글램(글로우)","데이트, 사랑스러운, 데일리, 러블리, 누드, 글램"
1378,dny4lhzKNTo,2023년 찐 마지막 갤럭시 스모키 메이크업 🖤(2024년에도 해주세요 ..),빛이나*pearlena*,2023-12-31,3735,114,https://www.youtube.com/watch?v=dny4lhzKNTo,가을웜,파티,"글램(글로우), 스모키","글로우, 누드, 스모키, 글로시, 연말"
1379,dTxTke2CKZI,사용해드리면 꼭!!! 물어보시는 제품 위주로 해본 #핑크코랄메이크업 💖🍑,빛이나*pearlena*,2022-02-12,18964,286,https://www.youtube.com/watch?v=dTxTke2CKZI,여쿨,데일리,"내추럴(자연스러운), 러블리","코랄, 내추럴, 핑크, 데일리"
1380,e5daX-BdSdY,EN/JPㅣ여름 포인트🎀🩰 발레코어룩st 핑크 코랄 메이크업 해드렸어요 (ft.데이지크),빛이나*pearlena*,2023-08-01,11259,306,https://www.youtube.com/watch?v=e5daX-BdSdY,여쿨,데이트,러블리,"코랄, 발레코어, 핑크, 러블리"
1381,Ej0Qt7wi3Gw,🌸 신제품 위주로 한 데이트 메이크업 🌸 벚꽃 보러 가요!!!!!,빛이나*pearlena*,2022-04-08,13313,237,https://www.youtube.com/watch?v=Ej0Qt7wi3Gw,봄웜,데이트,"내추럴(자연스러운), 글램(글로우)","남자친구, 데이트, 다크, 파티, 내추럴, 글로우, 누드"
1382,hh5F4HqZGRI,미쿡에서 산 화장품으로 미쿡여행 동안 했던 메이크업,빛이나*pearlena*,2022-09-04,4939,117,https://www.youtube.com/watch?v=hh5F4HqZGRI,미분류,야외/여행,"내추럴(자연스러운), 시크","깔끔, 여행, 데일리, 도도"
1383,HwvLvH8IY-g,🌷차분한 듯 화사한 쿨핑크 메이크업 해드렸어요🌷 ㅣ 청담 메이크업,빛이나*pearlena*,2022-02-16,16317,355,https://www.youtube.com/watch?v=HwvLvH8IY-g,여쿨,데일리,"내추럴(자연스러운), 러블리","핑크, 데일리, 차분한, 화사한"
1384,iiU15rBocYU,색감은 흐릿해도 이목구비는 또렷하게 !!!!!✨👁️👁️✨ + 최근 근황?!,빛이나*pearlena*,2025-06-29,6558,173,https://www.youtube.com/watch?v=iiU15rBocYU,여쿨,야외/여행,"내추럴(자연스러운), 러블리","깔끔, 여행, 데일리, 핑크, 누디, 퓨어"
1385,Jk8sxGjc3Ao,최근 #내돈내산 최애립으로 해본 메이크업 / 브라운 메이크업 : Brown makeup,빛이나*pearlena*,2022-02-05,11487,241,https://www.youtube.com/watch?v=Jk8sxGjc3Ao,가을웜,데일리,내추럴(자연스러운),연한
1386,JpIJSFrK1S0,할 거 다 했지만 내 거 같은 배우st 메이크업,빛이나*pearlena*,2022-06-19,15752,395,https://www.youtube.com/watch?v=JpIJSFrK1S0,가을웜,격식있는,"내추럴(자연스러운), 글램(글로우)","다크, 글로우, 누드, 꾸안꾸, 배우"
1387,JQUD_q6iI04,드디어 퍼스널 컬러 진단 받고 추천 받은 제품으로'만' 해본 메이크업,빛이나*pearlena*,2023-01-15,9101,158,https://www.youtube.com/watch?v=JQUD_q6iI04,가을웜,미분류,글램(글로우),글로우
1388,kiZABbMJW8Y,반응 좋았던 인스타 속 '그' 메이크업  #클리오 #인투레이스,빛이나*pearlena*,2020-11-22,9624,192,https://www.youtube.com/watch?v=kiZABbMJW8Y,가을웜,데일리,"내추럴(자연스러운), 러블리, 글램(글로우)","글로우, 핑크, 데일리, 누드"
1389,kJ2jAizrZww,그레이쉬 필터 메이크업 (이라 쓰고 내 버전 데이트 메이크업),빛이나*pearlena*,2022-05-22,6946,139,https://www.youtube.com/watch?v=kJ2jAizrZww,가을웜,데이트,"내추럴(자연스러운), 글램(글로우)","데이트, 다크, 내추럴, 데일리, 글램"
1390,Kl9FkPWPQXU,2021년 마무리 하는 #연말메이크업 최종.,빛이나*pearlena*,2021-12-27,10198,227,https://www.youtube.com/watch?v=Kl9FkPWPQXU,겨쿨,파티,"내추럴(자연스러운), 글램(글로우)","연말, 글로우, 네추럴"
1391,Lo9lEPcC_S0,멋쁨뿜뿜✨ 로즈골드 메이크업 Rose Gold Makeup,빛이나*pearlena*,2022-06-26,6854,153,https://www.youtube.com/watch?v=Lo9lEPcC_S0,웜톤,데일리,"내추럴(자연스러운), 글램(글로우)","깔끔, 네추럴, 누드, 퓨어, 글램"
1392,mnYNR_KzlSs,GRWM 5분도 안 걸리는 퀵 출근 메이크업,빛이나*pearlena*,2022-07-03,19211,268,https://www.youtube.com/watch?v=mnYNR_KzlSs,웜톤,출근/등교,러블리,"퀵, 출근, 5분, 핑크"
1393,nUzZlqB2xuk,누구나 소화 가능한 썸머 누디 메이크업 + 셀프 해피림 속눈썹 붙이기,빛이나*pearlena*,2021-06-26,10416,145,https://www.youtube.com/watch?v=nUzZlqB2xuk,가을웜,데일리,내추럴(자연스러운),"다크, 내추럴, 데일리, 네추럴, 누디, 누드"
1394,o-xr3d8ucyQ,브러쉬 추천 영상 속 '그' 메이크업 데려왔습니다,빛이나*pearlena*,2022-03-27,13787,288,https://www.youtube.com/watch?v=o-xr3d8ucyQ,가을웜,데일리,내추럴(자연스러운),데일리
1395,oCQsa67MLOg,EN가을 겨울에 딱 💖 호불호 없는 빈티지 로즈 메이크업 (한국 로드샵 제품 위주),빛이나*pearlena*,2024-11-10,5958,183,https://www.youtube.com/watch?v=oCQsa67MLOg,가을웜,데일리,글램(글로우),"글로우, 빈티지"
1396,oFtNhWwITs8,GRWM 염색하고 처음 메이크업 같이해요 / 누디 코랄메이크업,빛이나*pearlena*,2021-09-26,12798,268,https://www.youtube.com/watch?v=oFtNhWwITs8,가을웜,데일리,"내추럴(자연스러운), 러블리","코랄, 내추럴, 핑크, 누디, 누드"
1397,oqqylkUPmL0,신부 다음으로 예쁜 하객 메이크업 / 다 쓰면 또 구매 할 쿠션 / 에스쁘아 애프리콧미,빛이나*pearlena*,2021-02-06,17288,299,https://www.youtube.com/watch?v=oqqylkUPmL0,봄웜,격식있는,"글램(글로우), 청순","코랄, 다크, 하객, 글로우, 깨끗"
1398,pf1cSpYkiOQ,필터 씌운 듯 여리여리 웜베이지 메이크업 해드렸어요🥯ㅣ청담 메이크업,빛이나*pearlena*,2022-03-13,238564,8131,https://www.youtube.com/watch?v=pf1cSpYkiOQ,가을웜,데일리,"내추럴(자연스러운), 청순","내추럴, 여리여리, 데일리, 누드"
1399,PQb732qZAj4,대체불가 고렴이템으로 한 연말st 고급진 메이크업,빛이나*pearlena*,2023-12-08,7655,165,https://www.youtube.com/watch?v=PQb732qZAj4,가을웜,파티,"글램(글로우), 고급스러운","내추럴, 글로우, 글로시, 고급, 연말"
